42| 10|1.0
17| 20|10.0
22| 19|3.0
46| 12|2.0
18| 19|5.0
22| 10|1.0
47| 9|26.0
45| 9|4.0
58| 19|68.0
35| 15|10.0
34| 8|1.0
37| 13|2.0
35| 21|1.0
54| 14|5.0
24| 14|29.0
12| 17|3.0
36| 22|2.0
25| 15|10.0
39| 11|4.0
13| 20|1.0
52| 17|16.0
26| 12|112.0
48| 17|4.0
29| 17|3.0
53| 20|2.0
30| 14|3.0
28| 10|1.0
31| 15|11.0
29| 11|1.0
30| 16|10.0
19| 13|6.0
17| 13|9.0
9| 8|1.0
31| 21|2.0
20| 14|4.0
18| 10|2.0
23| 19|20.0
47| 22|13.0
21| 15|7.0
8| 12|12.0
22| 12|3.0
59| 19|10.0
23| 9|3.0
10| 14|2.0
8| 18|6.0
11| 15|1.0
9| 19|3.0
24| 21|7.0
14| 8|1.0
12| 8|6.0
1| 21|50.0
25| 16|23.0
15| 13|19.0
13| 13|5.0
37| 16|7.0
2| 18|13.0
26| 23|7.0
0| 14|9.0
3| 11|4.0
27| 6|2.0
1| 15|104.0
49| 21|2.0
4| 12|7.0
2| 12|12.0
50| 18|1.0
5| 1|1.0
3| 17|8.0
16| 7|1.0
6| 14|13.0
19| 18|1.0
17| 6|1.0
7| 15|2.0
31| 18|5.0
20| 21|1.0
23| 7|3.0
32| 16|4.0
22| 7|1.0
55| 11|3.0
23| 6|1.0
47| 5|7.0
45| 21|4.0
10| 9|2.0
58| 15|37.0
59| 14|7.0
14| 19|10.0
12| 7|2.0
1| 7|11.0
10| 19|5.0
15| 10|13.0
48| 15|2.0
51| 10|3.0
49| 14|9.0
4| 11|5.0
52| 13|30.0
50| 13|3.0
5| 10|2.0
3| 22|3.0
55| 14|3.0
40| 11|2.0
4| 17|9.0
5| 20|2.0
16| 20|4.0
21| 17|9.0
43| 12|1.0
17| 17|10.0
32| 23|1.0
56| 20|1.0
46| 11|2.0
44| 15|2.0
18| 22|1.0
33| 22|2.0
57| 17|5.0
5| 9|1.0
45| 14|7.0
34| 21|2.0
58| 22|6.0
32| 13|3.0
35| 8|2.0
33| 8|12.0
59| 10|2.0
34| 15|1.0
15| 19|37.0
11| 19|7.0
24| 9|10.0
0| 17|17.0
38| 9|3.0
27| 20|15.0
51| 19|6.0
39| 12|5.0
52| 20|13.0
29| 22|1.0
53| 9|3.0
27| 10|5.0
54| 12|23.0
28| 13|6.0
42| 8|1.0
16| 11|3.0
6| 18|9.0
17| 10|8.0
41| 21|1.0
22| 17|3.0
46| 18|3.0
18| 17|20.0
42| 18|2.0
23| 20|11.0
47| 11|59.0
58| 17|74.0
56| 1|1.0
55| 9|4.0
36| 10|1.0
34| 6|1.0
37| 11|4.0
11| 8|1.0
24| 16|32.0
14| 7|3.0
12| 19|1.0
36| 16|8.0
1| 18|132.0
25| 13|16.0
15| 6|2.0
13| 18|3.0
52| 19|31.0
26| 10|72.0
48| 19|5.0
53| 18|8.0
49| 18|19.0
30| 12|5.0
4| 7|5.0
31| 9|2.0
5| 6|1.0
29| 9|15.0
19| 15|2.0
7| 16|12.0
20| 8|5.0
18| 8|1.0
47| 16|138.0
21| 13|8.0
43| 16|3.0
8| 14|8.0
56| 8|12.0
59| 21|6.0
23| 11|19.0
55| 17|10.0
10| 12|3.0
8| 20|1.0
9| 17|7.0
24| 23|1.0
14| 14|2.0
12| 10|1.0
25| 22|3.0
15| 15|23.0
13| 11|4.0
2| 16|14.0
26| 21|33.0
48| 10|2.0
3| 13|5.0
1| 13|73.0
49| 11|3.0
4| 14|1.0
2| 10|10.0
50| 16|10.0
5| 15|4.0
3| 19|10.0
5| 8|1.0
4| 20|4.0
21| 22|5.0
9| 15|3.0
32| 18|7.0
56| 15|7.0
46| 6|1.0
44| 18|6.0
33| 19|15.0
57| 14|7.0
47| 7|10.0
45| 19|3.0
58| 13|39.0
55| 15|5.0
14| 17|7.0
10| 17|4.0
15| 20|17.0
48| 1|6.0
27| 17|34.0
51| 12|10.0
49| 12|13.0
39| 17|7.0
52| 15|28.0
26| 6|5.0
50| 11|1.0
55| 18|8.0
53| 14|1.0
40| 13|1.0
4| 19|4.0
4| 8|2.0
5| 18|8.0
42| 15|4.0
40| 19|2.0
41| 18|1.0
46| 9|6.0
18| 20|7.0
33| 20|3.0
47| 12|83.0
45| 12|2.0
58| 20|45.0
32| 15|3.0
35| 10|6.0
33| 14|38.0
5| 13|7.0
36| 13|9.0
34| 13|1.0
11| 21|6.0
35| 16|7.0
24| 11|25.0
27| 22|6.0
44| 14|2.0
25| 10|9.0
39| 14|16.0
28| 17|7.0
52| 22|2.0
26| 1|1.0
29| 20|11.0
27| 12|30.0
30| 11|4.0
56| 6|1.0
29| 14|2.0
16| 13|4.0
6| 16|13.0
17| 8|2.0
46| 16|6.0
18| 15|20.0
42| 16|7.0
23| 22|1.0
47| 21|46.0
9| 9|1.0
8| 9|1.0
32| 6|1.0
33| 7|10.0
23| 12|30.0
0| 21|1.0
24| 18|23.0
12| 13|6.0
36| 18|4.0
1| 16|105.0
25| 19|10.0
15| 0|2.0
13| 16|2.0
37| 19|2.0
26| 8|19.0
48| 21|9.0
53| 16|2.0
1| 10|45.0
54| 16|1.0
49| 16|14.0
31| 11|2.0
6| 11|4.0
30| 20|2.0
19| 17|9.0
7| 18|6.0
31| 17|12.0
20| 10|3.0
47| 18|174.0
21| 11|9.0
43| 18|4.0
44| 21|1.0
9| 13|3.0
57| 11|8.0
10| 10|1.0
58| 0|3.0
59| 13|5.0
14| 12|3.0
55| 21|8.0
10| 20|1.0
25| 20|6.0
15| 9|7.0
13| 9|2.0
26| 19|63.0
38| 19|1.0
3| 15|6.0
1| 3|1.0
49| 9|7.0
54| 22|1.0
2| 8|1.0
50| 14|10.0
55| 23|1.0
3| 21|6.0
6| 12|3.0
7| 11|2.0
55| 13|12.0
20| 17|3.0
16| 17|7.0
21| 20|10.0
32| 20|7.0
56| 17|1.0
44| 12|2.0
33| 17|19.0
57| 12|10.0
47| 1|1.0
45| 17|16.0
9| 11|2.0
58| 11|27.0
32| 10|1.0
33| 11|27.0
15| 22|1.0
38| 10|11.0
27| 19|12.0
51| 14|5.0
39| 19|5.0
28| 20|1.0
52| 9|9.0
50| 9|2.0
53| 12|2.0
27| 9|8.0
40| 15|1.0
58| 6|11.0
41| 14|8.0
5| 16|7.0
42| 13|8.0
17| 21|5.0
41| 16|15.0
22| 18|1.0
46| 15|3.0
54| 15|1.0
44| 11|5.0
18| 18|8.0
57| 21|1.0
47| 14|93.0
45| 10|3.0
58| 18|67.0
35| 12|13.0
33| 12|20.0
36| 15|2.0
34| 11|1.0
35| 18|24.0
0| 16|10.0
24| 13|18.0
38| 13|2.0
36| 21|2.0
25| 8|1.0
39| 8|2.0
13| 21|1.0
28| 19|1.0
52| 16|28.0
26| 15|96.0
48| 16|3.0
29| 18|10.0
27| 14|32.0
30| 9|1.0
28| 9|3.0
31| 12|4.0
29| 12|6.0
16| 15|4.0
30| 19|3.0
17| 14|6.0
20| 13|5.0
18| 13|8.0
23| 16|37.0
47| 23|1.0
8| 11|7.0
22| 15|7.0
59| 16|12.0
23| 14|26.0
8| 17|4.0
11| 12|10.0
24| 20|12.0
14| 11|2.0
12| 15|2.0
1| 22|20.0
25| 17|20.0
13| 14|5.0
37| 17|9.0
2| 21|2.0
26| 22|19.0
0| 13|2.0
48| 23|19.0
3| 8|3.0
27| 7|2.0
1| 8|25.0
2| 15|10.0
6| 9|2.0
19| 19|1.0
7| 12|1.0
31| 19|5.0
20| 20|2.0
21| 9|1.0
43| 20|5.0
56| 12|5.0
57| 9|3.0
45| 22|3.0
58| 14|37.0
9| 21|5.0
14| 18|10.0
10| 18|5.0
15| 11|34.0
13| 7|5.0
26| 17|128.0
48| 14|8.0
51| 11|12.0
49| 15|19.0
39| 20|2.0
4| 10|2.0
52| 12|42.0
50| 12|4.0
5| 11|1.0
53| 1|3.0
44| 16|1.0
40| 10|1.0
4| 16|2.0
41| 11|2.0
5| 21|2.0
20| 19|5.0
16| 19|2.0
40| 16|5.0
21| 18|6.0
57| 8|1.0
43| 13|1.0
17| 18|11.0
32| 22|4.0
46| 10|6.0
55| 10|1.0
33| 23|1.0
57| 18|1.0
45| 15|3.0
58| 9|15.0
35| 9|8.0
33| 9|21.0
1| 6|5.0
34| 14|2.0
15| 16|26.0
11| 16|6.0
24| 8|7.0
38| 8|1.0
27| 21|8.0
51| 16|4.0
39| 13|6.0
28| 22|3.0
52| 11|24.0
29| 23|1.0
27| 11|13.0
28| 12|2.0
41| 12|2.0
42| 11|2.0
9| 20|3.0
19| 7|2.0
17| 11|5.0
41| 22|1.0
22| 16|2.0
46| 13|4.0
18| 16|40.0
42| 21|1.0
23| 21|10.0
47| 8|16.0
59| 15|4.0
58| 16|50.0
56| 0|1.0
35| 14|6.0
