274|22|99
205|8|310
190|21|363
129|21|1073
179|16|2732
40|22|199
167|13|1123
475|19|1430
473|7|61
178|7|203
46|12|2106
476|20|42
218|16|2920
340|5|79
45|9|558
401|16|3215
475|9|1026
204|22|440
166|8|521
35|15|953
294|9|796
268|20|692
220|17|2084
147|7|208
82|14|2216
11|22|373
35|21|192
220|15|2158
470|18|1160
149|5|33
472|6|64
39|11|1964
160|3|24
208|13|4561
209|8|977
27|1|156
209|12|2728
99|22|99
412|16|1711
88|17|3789
209|21|406
274|17|1325
129|19|1995
472|13|1315
412|14|1367
167|10|895
273|21|697
473|8|123
66|10|1495
46|23|95
157|16|3504
474|15|2841
340|12|3091
477|18|104
401|9|890
475|14|2457
343|17|1759
204|13|2626
88|21|582
157|10|1881
205|16|1065
209|17|2384
218|8|364
477|12|71
60|20|601
147|12|3640
343|15|2895
82|9|1438
476|17|194
11|15|2698
179|1|21
220|6|63
470|21|112
149|14|4061
171|17|1715
471|16|1160
476|11|55
470|15|649
209|1|17
27|6|55
471|14|537
4|12|4129
11|8|515
88|1|73
274|8|96
190|7|206
66|17|3654
472|20|526
167|3|19
249|11|1983
473|17|1908
202|10|1404
268|9|1151
68|15|2702
129|23|81
66|11|2564
340|11|2578
317|5|23
182|19|2013
475|7|185
317|23|87
178|19|1686
202|20|1317
30|20|1479
68|21|722
268|10|1515
218|19|2335
45|21|655
60|19|892
147|21|937
258|16|1481
61|18|3380
205|9|448
149|23|208
60|9|534
171|22|232
258|10|718
160|17|5773
121|13|1326
61|12|1944
88|2|5
179|14|2667
122|10|1389
317|1|90
205|12|893
174|23|2
471|7|48
4|11|2717
208|17|3806
205|23|1
122|6|16
190|14|1390
272|13|2398
40|11|1119
11|5|15
4|17|4297
249|12|2949
190|16|1633
474|17|2270
179|13|2835
40|17|1801
340|18|3070
167|22|413
209|5|45
317|16|2488
129|9|1333
46|11|2725
30|12|5072
45|14|2406
182|12|3456
340|8|288
317|10|1842
273|8|344
11|7|461
35|8|81
294|20|334
372|12|2293
174|13|1385
149|16|3144
147|0|70
171|15|1905
82|21|276
174|8|270
122|21|562
27|20|1575
258|2|50
99|13|3022
39|12|1925
160|14|6396
208|8|1405
372|10|1138
27|10|3993
99|19|1094
30|5|23
88|12|2999
249|21|455
274|20|227
166|14|2527
157|3|61
179|18|3040
472|8|178
167|15|1515
129|10|2022
46|18|3245
157|21|477
4|7|209
66|20|1537
340|7|136
317|7|163
182|7|310
475|11|2302
204|16|2690
157|15|3419
294|15|2034
205|21|456
220|19|1362
218|15|2019
147|9|1016
82|12|2676
174|19|1593
35|13|1285
220|9|541
470|16|1149
272|9|1381
149|3|21
471|21|333
160|5|12
208|15|5264
129|6|43
470|10|495
209|14|2931
27|3|30
412|18|1006
88|19|1848
202|1|9
274|15|1431
129|17|2704
472|15|1434
412|8|337
167|4|12
473|14|1861
46|21|534
474|13|2604
66|14|2638
340|14|3830
477|16|164
401|15|2443
343|19|770
204|15|2677
178|22|200
157|8|829
258|0|232
205|14|599
372|9|982
30|14|5206
477|10|110
60|22|22
147|14|4690
343|9|724
258|23|259
273|10|1184
30|2|91
61|23|53
11|20|1598
149|12|4327
60|12|1532
171|19|1285
471|18|1158
121|10|1283
208|6|163
470|13|775
209|7|152
471|8|123
4|14|2971
274|6|53
372|6|24
472|22|163
412|7|204
88|0|67
249|9|884
473|23|11
202|8|225
166|18|1981
68|9|1083
474|20|691
66|9|1255
340|21|621
182|17|3484
294|6|1
476|16|246
317|21|606
178|17|3055
202|18|1801
268|13|2956
68|23|122
66|22|550
218|17|3363
45|19|1500
182|11|2079
147|23|413
343|6|40
317|15|2252
476|10|36
61|16|3562
30|16|5029
294|19|880
268|23|20
218|22|195
372|23|6
149|21|624
60|11|1882
272|6|6
171|8|148
258|8|259
160|19|4536
121|19|699
61|10|2240
35|11|838
122|8|188
27|17|4492
99|6|16
39|17|2618
160|9|2493
208|19|3497
66|5|2
272|17|2325
82|7|157
317|6|45
40|13|966
30|0|174
88|7|188
249|18|2385
202|3|9
4|8|470
166|21|443
190|22|190
179|15|2727
40|19|1271
11|1|42
167|16|1467
476|19|72
178|8|630
46|9|872
157|23|196
45|12|2675
401|19|2141
88|3|1
317|8|659
35|10|401
294|10|1276
220|22|182
412|22|198
82|19|1550
273|20|708
121|20|378
174|14|1380
35|16|1148
220|12|2364
122|19|1183
11|18|2186
27|22|289
99|15|2865
39|14|2018
160|0|615
208|10|3336
209|11|1864
27|12|2777
99|21|301
412|21|217
88|14|3158
274|18|698
166|12|2612
179|20|865
472|10|952
82|6|32
258|3|13
473|11|1532
46|16|4141
157|19|2245
470|7|34
340|1|27
477|21|17
401|20|1441
475|13|2502
343|20|594
204|18|3352
30|22|1188
157|13|3558
294|13|1889
205|19|1080
218|13|2330
477|15|170
147|11|3161
82|10|1693
11|10|1692
30|18|3417
88|4|42
220|11|1676
470|22|35
179|5|11
149|1|81
258|5|11
39|7|144
160|7|389
121|7|31
208|1|78
372|19|1246
167|21|719
470|8|48
272|15|2965
27|5|3
268|12|2536
476|12|134
471|13|407
273|14|1800
179|8|314
274|13|1408
166|7|252
66|18|2730
472|17|1679
412|10|1080
167|6|102
4|19|1211
249|6|35
202|5|71
473|12|1237
401|0|31
202|15|3235
68|12|2540
474|11|2064
66|12|2776
174|20|804
401|13|1857
204|9|1042
178|20|1073
157|6|58
268|15|3058
218|20|1245
60|16|1701
147|16|3869
343|11|1414
258|21|625
204|0|106
61|21|1132
258|4|8
30|10|2293
149|10|2664
60|14|1121
171|21|659
258|15|1756
273|22|190
121|8|560
61|15|2892
317|4|33
122|15|1449
174|11|925
471|10|502
273|7|101
340|4|10
190|11|769
40|8|732
4|22|233
249|15|2935
473|21|168
166|16|2782
68|11|2169
474|18|1753
66|7|158
340|23|158
